Shape_Leng,Shape_Area,ADM2_EN,ADM2_PCODE,,Rur_Pctg
1.923593529,0.149941549,Buyende,UG2038,2018,40.83989501
1.615376015,0.088307419,Dokolo,UG3073,2018,70.98039216
2.315221467,0.135719276,Gomba,UG1005,2018,129.7457126
2.11414824,0.152249632,Gulu,UG3074,2018,42.10526316
2.885077834,0.215204278,Hoima,UG4106,2018,86.64187643
2.104873124,0.078447397,Ibanda,UG4107,2018,156.0328726
1.147629566,0.05188202,Iganga,UG2039,2018,36.52631579
2.552553833,0.215178928,Isingiro,UG4108,2018,17.92707024
1.285666651,0.058856144,Jinja,UG2040,2018,34.47310538
4.36456197,0.386419981,Kaabong,UG3075,2018,137.8242678
1.185503975,0.050377377,Kabale,UG4109,2018,43.87628866
2.648601634,0.106563119,Kabarole,UG4110,2018,85.44557508
1.337447834,0.072129652,Kaberamaido,UG2041,2018,246.2917685
2.092606694,0.126287447,Kagadi,UG4111,2018,26.53721683
1.786103182,0.135476471,Kakumiro,UG4112,2018,14.12583934
1.289265921,0.059913878,Kalaki,UG2042,2018,174.024961
3.495566872,0.73537113,Kalangala,UG1006,2018,228.32
1.21601175,0.070681206,Kaliro,UG2043,2018,152.836485
1.263335095,0.068013888,Kalungu,UG1007,2018,105.7217848
0.636963569,0.015865428,Kampala,UG1008,2018,11.79192892
1.799551812,0.123286982,Kamuli,UG2044,2018,12.28432108
2.4618206,0.137525351,Kamwenge,UG4113,2018,24.43090734
2.774999659,0.107679265,Kanungu,UG4114,2018,17.78935616
0.991997175,0.031014732,Kapchorwa,UG2045,2018,495.6484642
2.337563938,0.097690192,Kapelebyong,UG2046,2018,191.5306122
2.338016148,0.207524163,Karenga,UG3076,2018,239.2638037
2.583163004,0.275200125,Kasese,UG4115,2018,34.39188299
1.907793578,0.155880691,Kassanda,UG1009,2018,55.03018109
2.543180431,0.197445747,Katakwi,UG2047,2018,82.76422764
2.389582234,0.144550754,Kayunga,UG1010,2018,30.12690355
1.95775919,0.126431572,Kazo,UG4116,2018,93.49753695
1.555623445,0.094647551,Kibaale,UG4117,2018,164.6092865
1.97151955,0.127881676,Kiboga,UG1011,2018,85.59166156
1.026342583,0.03974306,Kibuku,UG2048,2018,92.5751073
2.861696483,0.243019487,Kikuube,UG4118,2018,66.67693255
2.740306107,0.247255476,Kiruhura,UG4119,2018,76.02541883
2.647974331,0.29540766,Kiryandongo,UG4120,2018,54.17789757
1.388223557,0.058991573,Kisoro,UG4121,2018,53.47382285
1.413403014,0.05813473,Kitagwenda,UG4122,2018,130.880579
3.744889072,0.33786463,Kitgum,UG3077,2018,51.45228216
1.428793814,0.062118996,Koboko,UG3078,2018,80.44295863
1.820959074,0.08711746,Kole,UG3079,2018,64.74096161
3.034120953,0.29536707,Kotido,UG3080,2018,47.67206478
1.62124805,0.08733139,Kumi,UG2049,2018,76.5735568
1.917734962,0.11444744,Kwania,UG3081,2018,135.8886719
1.87700731,0.06416624,Kween,UG2050,2018,312.5120308
2.277781851,0.200216361,Kyankwanzi,UG1012,2018,71.70031056
2.082649525,0.14187398,Kyegegwa,UG4123,2018,28.65821447
2.411433721,0.190597892,Kyenjojo,UG4124,2018,40.30737705
2.52046668,0.198948184,Kyotera,UG1013,2018,78.95151754
3.393283059,0.443142594,Lamwo,UG3082,2018,214.4989339
2.59654181,0.107509661,Lira,UG3083,2018,42.13891951
1.474225349,0.052785298,Luuka,UG2051,2018,32.87937743
2.560916063,0.180180662,Luwero,UG1014,2018,26.62934826
1.660018526,0.08322437,Lwengo,UG1015,2018,42.08128942
1.330344315,0.070352932,Lyantonde,UG1016,2018,146.9407266
2.384501604,0.164224636,Madi Okollo,UG3084,2018,74.30956969
0.836962584,0.019310678,Manafwa,UG2052,2018,98.68735084
1.065480794,0.035729868,Maracha,UG3085,2018,225.8096662
2.213732745,0.178594309,Masaka,UG1017,2018,73.68094351
3.780475115,0.318841248,Masindi,UG4125,2018,30.79541937
4.215270948,0.274828165,Mayuge,UG2053,2018,26.83201804
1.229772943,0.042089681,Mbale,UG2054,2018,36.97189483
1.9217556,0.100872074,Mbarara,UG4126,2018,24.81985588
1.313306974,0.044199868,Mitooma,UG4127,2018,42.9769392
2.074128543,0.128639702,Mityana,UG1018,2018,48.90344631
3.050879097,0.288088876,Moroto,UG3086,2018,289.2226148
1.525597164,0.084742844,Moyo,UG3087,2018,375.7402101
2.209552984,0.123905508,Mpigi,UG1019,2018,28.47754655
2.677134101,0.220286501,Mubende,UG1020,2018,19.88443913
2.803626925,0.226170938,Mukono,UG1021,2018,26.68974861
2.568917896,0.146700583,Nabilatuk,UG3088,2018,182.9059829
3.022065271,0.193348343,Nakapiripirit,UG3089,2018,165.9309021
2.856821522,0.282561576,Nakaseke,UG1022,2018,84.6362404
2.836159024,0.285318974,Nakasongola,UG1023,2018,111.4552606
3.578744769,0.379221196,Namayingo,UG2055,2018,56.62020906
0.882804937,0.024348258,Namisindwa,UG2056,2018,91.33786848
1.234640781,0.066182557,Namutumba,UG2057,2018,42.70289098
3.186270885,0.36404629,Napak,UG3090,2018,30.71381794
1.894021816,0.080840923,Nebbi,UG3091,2018,125.6928839
1.256158045,0.058621006,Ngora,UG2058,2018,90.9726637
2.16461331,0.113947446,Ntoroko,UG4128,2018,53.6351166
2.271859251,0.164320473,Ntungamo,UG4129,2018,27.1540971
3.846901875,0.385188576,Nwoya,UG3092,2018,48.79053011
1.318403177,0.068933492,Obongi,UG3093,2018,711.2526539
2.288417268,0.126538192,Omoro,UG3094,2018,77.65667575
2.842078242,0.134165304,Otuke,UG3095,2018,110.9209454
2.23390354,0.183162331,Oyam,UG3096,2018,59.8880597
3.457140341,0.268570372,Pader,UG3097,2018,119.5070792
1.728713379,0.084449984,Pakwach,UG3098,2018,49.56236324
1.372127264,0.069822034,Pallisa,UG2059,2018,37.06099815
1.695714872,0.129324617,Rakai,UG1024,2018,28.94823607
1.435936549,0.056055127,Rubanda,UG4130,2018,127.9569892
1.902286032,0.119361174,Rubirizi,UG4131,2018,62.77897768
1.310459212,0.034706241,Rukiga,UG4132,2018,284.3930636
2.660483798,0.124248118,Rukungiri,UG4133,2018,48.7782529
1.141960513,0.046691526,Rwampara,UG4134,2018,67.05118962
1.805693007,0.159375885,Serere,UG2060,2018,62.21821461
1.35350802,0.056797298,Sheema,UG4135,2018,125.4974549
1.187717895,0.033003697,Sironko,UG2061,2018,78.34346505
1.594951001,0.115110677,Soroti,UG2062,2018,116.9661267
2.45240522,0.190139434,Ssembabule,UG1025,2018,131.207695
1.667070079,0.096823346,Tororo,UG2063,2018,75.15811665
3.134473062,0.228198057,Wakiso,UG1026,2018,7.703409002
2.286294121,0.189448106,Yumbe,UG3099,2018,24.84492875
1.56626263,0.072410415,Zombo,UG3100,2018,41.33681852
2.712933404,0.223823529,Abim,UG3064,2019,119.571231
2.711109817,0.253353215,Adjumani,UG3065,2019,75.62953478
3.132891013,0.285815844,Agago,UG3066,2019,93.0420712
2.87571126,0.126491804,Alebtong,UG3067,2019,52.35339506
1.88979405,0.145958766,Amolatar,UG3068,2019,67.22891566
2.82592117,0.132668001,Amudat,UG3069,2019,148.0680062
2.659590063,0.112382613,Amuria,UG2027,2019,70.3908046
4.619184698,0.292045432,Amuru,UG3070,2019,62.63008515
2.309675522,0.145564552,Apac,UG3071,2019,74.97716895
3.163190673,0.188680135,Arua,UG3072,2019,30.7555677
0.936453267,0.033399586,Budaka,UG2028,2019,130.3921569
0.901825092,0.025791133,Bududa,UG2029,2019,54.38799076
1.597581562,0.085603895,Bugiri,UG2030,2019,26.92474048
0.987886114,0.030798884,Bugweri,UG2031,2019,63.08186196
1.290288577,0.055823918,Buhweju,UG4101,2019,156.540386
1.689525941,0.11806088,Buikwe,UG1001,2019,21.02321582
1.503210107,0.08533485,Bukedea,UG2032,2019,35.82329317
0.975527912,0.048731501,Bukomansimbi,UG1002,2019,127.5994865
1.097823573,0.045513301,Bukwo,UG2033,2019,83.87665198
1.978812247,0.056378242,Bulambuli,UG2034,2019,81.64470695
2.162868569,0.164778846,Buliisa,UG4102,2019,70.80701754
1.653935428,0.0691696,Bundibugyo,UG4103,2019,59.19003115
1.348796226,0.040480411,Bunyangabu,UG4104,2019,147.0372313
1.769565256,0.073535401,Bushenyi,UG4105,2019,86.63145063
1.434232304,0.061930726,Busia,UG2035,2019,18.75669882
1.311332247,0.053193464,Butaleja,UG2036,2019,30.18607857
1.581540971,0.032951561,Butambala,UG1003,2019,84.06747891
0.922719222,0.019333647,Butebo,UG2037,2019,248.2441472
3.939933433,0.781533339,Buvuma,UG1004,2019,131.9043693
1.923593529,0.149941549,Buyende,UG2038,2019,36.93081761
1.615376015,0.088307419,Dokolo,UG3073,2019,108.1982841
2.315221467,0.135719276,Gomba,UG1005,2019,77.01283547
2.11414824,0.152249632,Gulu,UG3074,2019,98.51547694
2.885077834,0.215204278,Hoima,UG4106,2019,119.5135434
2.104873124,0.078447397,Ibanda,UG4107,2019,51.68745415
1.147629566,0.05188202,Iganga,UG2039,2019,26.14362382
2.552553833,0.215178928,Isingiro,UG4108,2019,30.29672046
1.285666651,0.058856144,Jinja,UG2040,2019,33.11010439
4.36456197,0.386419981,Kaabong,UG3075,2019,90.53061224
1.185503975,0.050377377,Kabale,UG4109,2019,116.7752443
2.648601634,0.106563119,Kabarole,UG4110,2019,99.09392933
1.337447834,0.072129652,Kaberamaido,UG2041,2019,86.69796557
2.092606694,0.126287447,Kagadi,UG4111,2019,14.16546417
1.786103182,0.135476471,Kakumiro,UG4112,2019,52.87514318
1.289265921,0.059913878,Kalaki,UG2042,2019,108.1020255
3.495566872,0.73537113,Kalangala,UG1006,2019,651.2345679
1.21601175,0.070681206,Kaliro,UG2043,2019,74.87455197
1.263335095,0.068013888,Kalungu,UG1007,2019,100.8835759
0.636963569,0.015865428,Kampala,UG1008,2019,4.082868912
1.799551812,0.123286982,Kamuli,UG2044,2019,14.36160469
2.4618206,0.137525351,Kamwenge,UG4113,2019,15.1421508
2.774999659,0.107679265,Kanungu,UG4114,2019,217.6190476
0.991997175,0.031014732,Kapchorwa,UG2045,2019,159.5020747
2.337563938,0.097690192,Kapelebyong,UG2046,2019,158.7710605
2.338016148,0.207524163,Karenga,UG3076,2019,397.4550898
2.583163004,0.275200125,Kasese,UG4115,2019,21.9172787
1.907793578,0.155880691,Kassanda,UG1009,2019,53.0124427
2.543180431,0.197445747,Katakwi,UG2047,2019,64.16886544
2.389582234,0.144550754,Kayunga,UG1010,2019,49.11449239
1.95775919,0.126431572,Kazo,UG4116,2019,145.1996198
1.555623445,0.094647551,Kibaale,UG4117,2019,77.24358974
1.97151955,0.127881676,Kiboga,UG1011,2019,132.7947337
1.026342583,0.03974306,Kibuku,UG2048,2019,91.31154324
2.861696483,0.243019487,Kikuube,UG4118,2019,39.96484032
2.740306107,0.247255476,Kiruhura,UG4119,2019,91.12723214
2.647974331,0.29540766,Kiryandongo,UG4120,2019,55.22436947
1.388223557,0.058991573,Kisoro,UG4121,2019,72.18992248
1.413403014,0.05813473,Kitagwenda,UG4122,2019,66.41443539
3.744889072,0.33786463,Kitgum,UG3077,2019,90.05449591
1.428793814,0.062118996,Koboko,UG3078,2019,71.87122736
1.820959074,0.08711746,Kole,UG3079,2019,35.03438292
3.034120953,0.29536707,Kotido,UG3080,2019,106.630381
1.62124805,0.08733139,Kumi,UG2049,2019,108.6406363
1.917734962,0.11444744,Kwania,UG3081,2019,160.0189934
1.87700731,0.06416624,Kween,UG2050,2019,175.6326148
2.277781851,0.200216361,Kyankwanzi,UG1012,2019,40.62962963
2.082649525,0.14187398,Kyegegwa,UG4123,2019,49.40053829
2.411433721,0.190597892,Kyenjojo,UG4124,2019,40.31589339
2.52046668,0.198948184,Kyotera,UG1013,2019,120.00777
3.393283059,0.443142594,Lamwo,UG3082,2019,135.6289529
2.59654181,0.107509661,Lira,UG3083,2019,18.63060743
1.474225349,0.052785298,Luuka,UG2051,2019,52.15566578
2.560916063,0.180180662,Luwero,UG1014,2019,23.98906036
1.660018526,0.08322437,Lwengo,UG1015,2019,54.35612635
1.330344315,0.070352932,Lyantonde,UG1016,2019,109.7674419
2.384501604,0.164224636,Madi Okollo,UG3084,2019,106.2578223
0.836962584,0.019310678,Manafwa,UG2052,2019,272.7378867
1.065480794,0.035729868,Maracha,UG3085,2019,119.8533007
2.213732745,0.178594309,Masaka,UG1017,2019,30.89084828
3.780475115,0.318841248,Masindi,UG4125,2019,43.42977697
4.215270948,0.274828165,Mayuge,UG2053,2019,37.7688662
1.229772943,0.042089681,Mbale,UG2054,2019,16.71940928
1.9217556,0.100872074,Mbarara,UG4126,2019,21.91745037
1.313306974,0.044199868,Mitooma,UG4127,2019,91.22533749
2.074128543,0.128639702,Mityana,UG1018,2019,96.49663677
3.050879097,0.288088876,Moroto,UG3086,2019,349.1364421
1.525597164,0.084742844,Moyo,UG3087,2019,76.19047619
2.209552984,0.123905508,Mpigi,UG1019,2019,37.13877988
2.677134101,0.220286501,Mubende,UG1020,2019,34.59643804
2.803626925,0.226170938,Mukono,UG1021,2019,22.56883421
2.568917896,0.146700583,Nabilatuk,UG3088,2019,204.9008168
3.022065271,0.193348343,Nakapiripirit,UG3089,2019,176.724931
2.856821522,0.282561576,Nakaseke,UG1022,2019,102.8082492
2.836159024,0.285318974,Nakasongola,UG1023,2019,63.25848065
3.578744769,0.379221196,Namayingo,UG2055,2019,88.85555079
0.882804937,0.024348258,Namisindwa,UG2056,2019,55.72755418
1.234640781,0.066182557,Namutumba,UG2057,2019,16.17795753
3.186270885,0.36404629,Napak,UG3090,2019,220
1.894021816,0.080840923,Nebbi,UG3091,2019,57.42358079
1.256158045,0.058621006,Ngora,UG2058,2019,24.69059406
2.16461331,0.113947446,Ntoroko,UG4128,2019,196.5100671
2.271859251,0.164320473,Ntungamo,UG4129,2019,18.64055733
3.846901875,0.385188576,Nwoya,UG3092,2019,160.9243697
1.318403177,0.068933492,Obongi,UG3093,2019,301.4553015
2.288417268,0.126538192,Omoro,UG3094,2019,74.40758294
2.842078242,0.134165304,Otuke,UG3095,2019,209.2115535
2.23390354,0.183162331,Oyam,UG3096,2019,52.8665307
3.457140341,0.268570372,Pader,UG3097,2019,47.16494845
1.728713379,0.084449984,Pakwach,UG3098,2019,64.57564576
1.372127264,0.069822034,Pallisa,UG2059,2019,26.15112161
1.695714872,0.129324617,Rakai,UG1024,2019,85.15297907
1.435936549,0.056055127,Rubanda,UG4130,2019,43.07841239
1.902286032,0.119361174,Rubirizi,UG4131,2019,216.8904594
1.310459212,0.034706241,Rukiga,UG4132,2019,154.1547278
2.660483798,0.124248118,Rukungiri,UG4133,2019,28.69670396
1.141960513,0.046691526,Rwampara,UG4134,2019,151.2711864
1.805693007,0.159375885,Serere,UG2060,2019,80.54350968
1.35350802,0.056797298,Sheema,UG4135,2019,97.06959707
1.187717895,0.033003697,Sironko,UG2061,2019,151.4136905
1.594951001,0.115110677,Soroti,UG2062,2019,111.8099032
2.45240522,0.190139434,Ssembabule,UG1025,2019,156.518724
1.667070079,0.096823346,Tororo,UG2063,2019,34.81316421
3.134473062,0.228198057,Wakiso,UG1026,2019,5.568352163
2.286294121,0.189448106,Yumbe,UG3099,2019,18.11248808
1.56626263,0.072410415,Zombo,UG3100,2019,0
